"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
flu_singleplex,k_influenza_and_rsv,,text,"% Standard Molecular assay (e.g. RT-PCR, NAAT) - singleplex or dualplex",,,number,0,100,,[flu]='1',,,,,,
flu_rvp,k_influenza_and_rsv,,text,"% Standard Molecular assay (e.g. RT-PCR, NAAT) - multiplex/respiratory viral panel (RVP)",,,number,0,100,,[flu]='1',,,,,,
flu_sum,k_influenza_and_rsv,,calc,"AUTO-CALCULATION: Sum of testing percentages for the 2020-2021 influenza season (should add to 100%)","sum([flu_culture],[flu_ifa_dfa], [flu_rapid], [flu_rapid_singleplex],[flu_singleplex],[flu_rvp])",,,,,,[flu]='1',,,,,,
ignore_valid_sum,k_influenza_and_rsv,,descriptive,"<div class=""red"" style=""text-align:left;""><h4 style=""text-align:left;"">The sum of the percentages should equal 100%</h4></div>",,,,,,,"[flu_sum] <> '' and [flu_sum] <> 100",,,,,,
flusendyn,k_influenza_and_rsv," ",radio,"Does the lab send specimens to other labs for clinical testing of influenza?","1, Yes | 0, No",,,,,,"[lab_hosp_nm]= 0 OR 
[lab_hosp_nm]= 1 OR 
[lab_hosp_nm]= 2 OR
[lab_hosp_nm]= 4 OR
[lab_hosp_nm]= 5 OR
[lab_hosp_nm]= 7 OR
[lab_hosp_nm]= 9 OR
[lab_hosp_nm]= 10 OR
[lab_hosp_nm]= 11 OR
[lab_hosp_nm]= 12 OR
[lab_hosp_nm]= 13 OR
[lab_hosp_nm]= 15 OR
[lab_hosp_nm]= 16 OR
[lab_hosp_nm]= 17 OR
[lab_hosp_nm]= 19 OR
[lab_hosp_nm]= 20 OR
[lab_hosp_nm]= 21 OR
[lab_hosp_nm]= 22 OR
[lab_hosp_nm]= 23 OR
[lab_hosp_nm]= 24 OR
[lab_hosp_nm]= 25 OR
[lab_hosp_nm]= 26 OR
[lab_hosp_nm]= 27 OR
[lab_hosp_nm]= 28 OR
[lab_hosp_nm]= 29 OR
[lab_hosp_nm]= 30 OR
[lab_hosp_nm]= 31 OR
[lab_hosp_nm]= 32 OR
[lab_hosp_nm]= 33 OR
[lab_hosp_nm]= 34 OR
[lab_hosp_nm]= 35 OR
[lab_hosp_nm]= 37 OR
[lab_hosp_nm]= 38 OR
[lab_hosp_nm]= 39 OR
[lab_hosp_nm]= 40 OR
[lab_hosp_nm]= 41 OR
[lab_hosp_nm]= 42 OR
[lab_hosp_nm]= 43 OR
[lab_hosp_nm]= 44 OR
[lab_hosp_nm]= 46 OR
[lab_hosp_nm]= 48 OR
[lab_hosp_nm]= 50 OR
[lab_hosp_nm]= 51 OR
[lab_hosp_nm]= 52 OR
[lab_hosp_nm]= 53 OR
[lab_hosp_nm]= 54 OR
[lab_hosp_nm]= 57 OR
[lab_hosp_nm]= 58 OR
[lab_hosp_nm]= 59 OR
[lab_hosp_nm]= 60 OR
[lab_hosp_nm]= 61 OR
 [lab_hosp_nm]= 62 OR
[lab_hosp_nm]= 63 OR
[lab_hosp_nm]= 64 OR
[lab_hosp_nm]= 65 OR
[lab_hosp_nm]= 66 OR
[lab_hosp_nm]= 67 OR
[lab_hosp_nm]= 69 OR
[lab_hosp_nm]= 70 OR
[lab_hosp_nm]= 71 OR
[lab_hosp_nm]= 72 OR
[lab_hosp_nm]= 74 OR
[lab_hosp_nm]= 77 OR
[lab_hosp_nm]= 78 OR
[lab_hosp_nm]= 79 OR
[lab_hosp_nm]= 80 OR
[lab_hosp_nm]= 82 OR
[lab_hosp_nm]= 83 OR
[lab_hosp_nm]= 84 OR
[lab_hosp_nm]= 85 OR
[lab_hosp_nm]= 86 OR
[lab_hosp_nm]= 87 OR
[lab_hosp_nm]= 90 OR
[lab_hosp_nm]= 91 OR
[lab_hosp_nm]= 92 OR
[lab_hosp_nm]= 93 OR
[lab_hosp_nm]= 94 OR
[lab_hosp_nm]= 95 OR
[lab_hosp_nm]= 96 OR
[lab_hosp_nm]= 97 OR
[lab_hosp_nm]= 98",,,,,,
flusend,k_influenza_and_rsv,,checkbox,"Select all that apply:","comm, Commercial lab(s) | ph, Public Health lab(s) | oth, Other lab(s)",,,,,,"[flusendyn] = '1'",,,,,,
flu_commlabs,k_influenza_and_rsv,,text,"List names of all commercial lab(s):",,,,,,,"[flusend(comm)] = '1'",,,,,,
flu_phlabs,k_influenza_and_rsv,,text,"List names of all public health lab(s):",,,,,,,"[flusend(ph)] = '1'",,,,,,
flu_othlabs,k_influenza_and_rsv,,text,"List names of all other lab(s):",,,,,,,"[flusend(oth)] = '1'",,,,,,
flucomment,k_influenza_and_rsv," ",notes,"Laboratory comments:",,,,,,,"[lab_hosp_nm]= 0 OR 
[lab_hosp_nm]= 1 OR 
[lab_hosp_nm]= 2 OR
[lab_hosp_nm]= 4 OR
[lab_hosp_nm]= 5 OR
[lab_hosp_nm]= 7 OR
[lab_hosp_nm]= 9 OR
[lab_hosp_nm]= 10 OR
[lab_hosp_nm]= 11 OR
[lab_hosp_nm]= 12 OR
[lab_hosp_nm]= 13 OR
[lab_hosp_nm]= 15 OR
[lab_hosp_nm]= 16 OR
[lab_hosp_nm]= 17 OR
[lab_hosp_nm]= 19 OR
[lab_hosp_nm]= 20 OR
[lab_hosp_nm]= 21 OR
[lab_hosp_nm]= 22 OR
[lab_hosp_nm]= 23 OR
[lab_hosp_nm]= 24 OR
[lab_hosp_nm]= 25 OR
[lab_hosp_nm]= 26 OR
[lab_hosp_nm]= 27 OR
[lab_hosp_nm]= 28 OR
[lab_hosp_nm]= 29 OR
[lab_hosp_nm]= 30 OR
[lab_hosp_nm]= 31 OR
[lab_hosp_nm]= 32 OR
[lab_hosp_nm]= 33 OR
[lab_hosp_nm]= 34 OR
[lab_hosp_nm]= 35 OR
[lab_hosp_nm]= 37 OR
[lab_hosp_nm]= 38 OR
[lab_hosp_nm]= 39 OR
[lab_hosp_nm]= 40 OR
[lab_hosp_nm]= 41 OR
[lab_hosp_nm]= 42 OR
[lab_hosp_nm]= 43 OR
[lab_hosp_nm]= 44 OR
[lab_hosp_nm]= 46 OR
[lab_hosp_nm]= 48 OR
[lab_hosp_nm]= 50 OR
[lab_hosp_nm]= 51 OR
[lab_hosp_nm]= 52 OR
[lab_hosp_nm]= 53 OR
[lab_hosp_nm]= 54 OR
[lab_hosp_nm]= 57 OR
[lab_hosp_nm]= 58 OR
[lab_hosp_nm]= 59 OR
[lab_hosp_nm]= 60 OR
[lab_hosp_nm]= 61 OR
 [lab_hosp_nm]= 62 OR
[lab_hosp_nm]= 63 OR
[lab_hosp_nm]= 64 OR
[lab_hosp_nm]= 65 OR
[lab_hosp_nm]= 66 OR
[lab_hosp_nm]= 67 OR
[lab_hosp_nm]= 69 OR
[lab_hosp_nm]= 70 OR
[lab_hosp_nm]= 71 OR
[lab_hosp_nm]= 72 OR
[lab_hosp_nm]= 74 OR
[lab_hosp_nm]= 77 OR
[lab_hosp_nm]= 78 OR
[lab_hosp_nm]= 79 OR
[lab_hosp_nm]= 80 OR
[lab_hosp_nm]= 82 OR
[lab_hosp_nm]= 83 OR
[lab_hosp_nm]= 84 OR
[lab_hosp_nm]= 85 OR
[lab_hosp_nm]= 86 OR
[lab_hosp_nm]= 87 OR
[lab_hosp_nm]= 90 OR
[lab_hosp_nm]= 91 OR
[lab_hosp_nm]= 92 OR
[lab_hosp_nm]= 93 OR
[lab_hosp_nm]= 94 OR
[lab_hosp_nm]= 95 OR
[lab_hosp_nm]= 96 OR
[lab_hosp_nm]= 97 OR
[lab_hosp_nm]= 98",,,,,,
ignore_rsv,k_influenza_and_rsv,,descriptive,"<table width=""100%""><tr><td bgcolor=""#7f7f7f""><p style=""text-align:center;color: white; font-size: 12pt; font-style: bold;margin-top:2px;margin-bottom:2px;padding-top:2px;padding-bottom:2px;font-family:'Geneva';letter-spacing: 1.5px;"">Respiratory Syncytial Virus (RSV)</p></td></tr></table>",,,,,,,"[lab_hosp_nm]= 0 OR 
[lab_hosp_nm]= 1 OR 
[lab_hosp_nm]= 2 OR
[lab_hosp_nm]= 4 OR
[lab_hosp_nm]= 5 OR
[lab_hosp_nm]= 7 OR
[lab_hosp_nm]= 9 OR
[lab_hosp_nm]= 10 OR
[lab_hosp_nm]= 11 OR
[lab_hosp_nm]= 12 OR
[lab_hosp_nm]= 13 OR
[lab_hosp_nm]= 15 OR
[lab_hosp_nm]= 16 OR
[lab_hosp_nm]= 17 OR
[lab_hosp_nm]= 19 OR
[lab_hosp_nm]= 20 OR
[lab_hosp_nm]= 21 OR
[lab_hosp_nm]= 22 OR
[lab_hosp_nm]= 23 OR
[lab_hosp_nm]= 24 OR
[lab_hosp_nm]= 25 OR
[lab_hosp_nm]= 26 OR
[lab_hosp_nm]= 27 OR
[lab_hosp_nm]= 28 OR
[lab_hosp_nm]= 29 OR
[lab_hosp_nm]= 30 OR
[lab_hosp_nm]= 31 OR
[lab_hosp_nm]= 32 OR
[lab_hosp_nm]= 33 OR
[lab_hosp_nm]= 34 OR
[lab_hosp_nm]= 35 OR
[lab_hosp_nm]= 37 OR
[lab_hosp_nm]= 38 OR
[lab_hosp_nm]= 39 OR
[lab_hosp_nm]= 40 OR
[lab_hosp_nm]= 41 OR
[lab_hosp_nm]= 42 OR
[lab_hosp_nm]= 43 OR
[lab_hosp_nm]= 44 OR
[lab_hosp_nm]= 46 OR
[lab_hosp_nm]= 48 OR
[lab_hosp_nm]= 50 OR
[lab_hosp_nm]= 51 OR
[lab_hosp_nm]= 52 OR
[lab_hosp_nm]= 53 OR
[lab_hosp_nm]= 54 OR
[lab_hosp_nm]= 57 OR
[lab_hosp_nm]= 58 OR
[lab_hosp_nm]= 59 OR
[lab_hosp_nm]= 60 OR
[lab_hosp_nm]= 61 OR
 [lab_hosp_nm]= 62 OR
[lab_hosp_nm]= 63 OR
[lab_hosp_nm]= 64 OR
[lab_hosp_nm]= 65 OR
[lab_hosp_nm]= 66 OR
[lab_hosp_nm]= 67 OR
[lab_hosp_nm]= 69 OR
[lab_hosp_nm]= 70 OR
[lab_hosp_nm]= 71 OR
[lab_hosp_nm]= 72 OR
[lab_hosp_nm]= 74 OR
[lab_hosp_nm]= 77 OR
[lab_hosp_nm]= 78 OR
[lab_hosp_nm]= 79 OR
[lab_hosp_nm]= 80 OR
[lab_hosp_nm]= 82 OR
[lab_hosp_nm]= 83 OR
[lab_hosp_nm]= 84 OR
[lab_hosp_nm]= 85 OR
[lab_hosp_nm]= 86 OR
[lab_hosp_nm]= 87 OR
[lab_hosp_nm]= 90 OR
[lab_hosp_nm]= 91 OR
[lab_hosp_nm]= 92 OR
[lab_hosp_nm]= 93 OR
[lab_hosp_nm]= 94 OR
[lab_hosp_nm]= 95 OR
[lab_hosp_nm]= 96 OR
[lab_hosp_nm]= 97 OR
[lab_hosp_nm]= 98",,,,,,
rsv,k_influenza_and_rsv,,yesno,"Does the laboratory perform diagnostic testing for RSV on-site?",,,,,,,"[lab_hosp_nm]= 0 OR 
[lab_hosp_nm]= 1 OR 
[lab_hosp_nm]= 2 OR
[lab_hosp_nm]= 4 OR
[lab_hosp_nm]= 5 OR
[lab_hosp_nm]= 7 OR
[lab_hosp_nm]= 9 OR
[lab_hosp_nm]= 10 OR
[lab_hosp_nm]= 11 OR
[lab_hosp_nm]= 12 OR
[lab_hosp_nm]= 13 OR
[lab_hosp_nm]= 15 OR
[lab_hosp_nm]= 16 OR
[lab_hosp_nm]= 17 OR
[lab_hosp_nm]= 19 OR
[lab_hosp_nm]= 20 OR
[lab_hosp_nm]= 21 OR
[lab_hosp_nm]= 22 OR
[lab_hosp_nm]= 23 OR
[lab_hosp_nm]= 24 OR
[lab_hosp_nm]= 25 OR
[lab_hosp_nm]= 26 OR
[lab_hosp_nm]= 27 OR
[lab_hosp_nm]= 28 OR
[lab_hosp_nm]= 29 OR
[lab_hosp_nm]= 30 OR
[lab_hosp_nm]= 31 OR
[lab_hosp_nm]= 32 OR
[lab_hosp_nm]= 33 OR
[lab_hosp_nm]= 34 OR
[lab_hosp_nm]= 35 OR
[lab_hosp_nm]= 37 OR
[lab_hosp_nm]= 38 OR
[lab_hosp_nm]= 39 OR
[lab_hosp_nm]= 40 OR
[lab_hosp_nm]= 41 OR
[lab_hosp_nm]= 42 OR
[lab_hosp_nm]= 43 OR
[lab_hosp_nm]= 44 OR
[lab_hosp_nm]= 46 OR
[lab_hosp_nm]= 48 OR
[lab_hosp_nm]= 50 OR
[lab_hosp_nm]= 51 OR
[lab_hosp_nm]= 52 OR
[lab_hosp_nm]= 53 OR
[lab_hosp_nm]= 54 OR
[lab_hosp_nm]= 57 OR
[lab_hosp_nm]= 58 OR
[lab_hosp_nm]= 59 OR
[lab_hosp_nm]= 60 OR
[lab_hosp_nm]= 61 OR
 [lab_hosp_nm]= 62 OR
[lab_hosp_nm]= 63 OR
[lab_hosp_nm]= 64 OR
[lab_hosp_nm]= 65 OR
[lab_hosp_nm]= 66 OR
[lab_hosp_nm]= 67 OR
[lab_hosp_nm]= 69 OR
[lab_hosp_nm]= 70 OR
[lab_hosp_nm]= 71 OR
[lab_hosp_nm]= 72 OR
[lab_hosp_nm]= 74 OR
[lab_hosp_nm]= 77 OR
[lab_hosp_nm]= 78 OR
[lab_hosp_nm]= 79 OR
[lab_hosp_nm]= 80 OR
[lab_hosp_nm]= 82 OR
[lab_hosp_nm]= 83 OR
[lab_hosp_nm]= 84 OR
[lab_hosp_nm]= 85 OR
[lab_hosp_nm]= 86 OR
[lab_hosp_nm]= 87 OR
[lab_hosp_nm]= 90 OR
[lab_hosp_nm]= 91 OR
[lab_hosp_nm]= 92 OR
[lab_hosp_nm]= 93 OR
[lab_hosp_nm]= 94 OR
[lab_hosp_nm]= 95 OR
[lab_hosp_nm]= 96 OR
[lab_hosp_nm]= 97 OR
[lab_hosp_nm]= 98",y,RH,,,,
norsv,k_influenza_and_rsv,,checkbox,"What are the reasons that the laboratory does not perform testing for RSV? (Check all that apply)","cost, Cost prohibitive | send, Send out to another laboratory | staff, Inadequate staffing (not enough staff or lack of staff training) | oth, Other (specify):",,,,,,"[rsv] = '0'",,,,,,
norsv_specify,k_influenza_and_rsv,,text,"Specify other reason:",,,,,,,"[norsv(oth)] = '1'",y,,,,,
ignorerad,k_influenza_and_rsv,,descriptive,"<div class=""yellow""><h4 style=""text-align:center;"">Rapid Antigen Detection",,"<sup>*</sup>=Rapid antigen detection tests includes, but is not limited to the following kits: BinaxNow<sup></sup> RSV Card, Clearview<sup></sup> RSV, Quick Vue RSV Test, Sofia RSV F/A, Directigen EZ RSV Kit, TRU RSV<sup></sup> Kit, RAMP Rapid Detection RSV Test Kit, SAS RSV Alert, Xpect RSV Test, BD Veritor System for Rapid Detection of RSV",,,,,"[rsv] = '1'",,,,,,
rsvradt_test,k_influenza_and_rsv,,radio,"Does the laboratory perform rapid antigen detection tests (RADT)<sup>","1, Yes, pediatric patients only | 2, Yes, adult patients only | 3, Yes, pediatric and adult patients | 0, No",<sup>,,,,,"[rsv] = '1'",,,,,,
rsvradt,k_influenza_and_rsv,,checkbox,"Select the kit name(s) (manufacturer) for the RSV rapid antigen detection test(s) performed at the laboratory: <I>(Check all that apply)</I>","binaxnow, BinaxNOW RSV Card (Abbott) | clearview, Clearview RSV (Alere Scarborough, Inc.) | quickvue, QuickVue RSV Test (Quidel Corp.) | sofia, Sofia RSV FIA (Quidel Corp.) | directigen, Directigen EZ RSV Kit (Becton-Dickinson & Co.) | tru_rsv, TRU RSV Kit (Meridian Bioscience, Inc.) | ramp, RAMP Rapid Detection RSV Test Kit (Response Biomedical Corp.) | sas, SAS RSVAlert (SA Scientific, Inc.) | xpect, Xpect RSV Test (Remel Inc./Thermo Fisher Scientific) | bd, BD Veritor System for Rapid Detection of RSV (Becton-Dickinson & Co.) | oth, Other, specify",,,,,,"[rsvradt_test] = '1' || [rsvradt_test] = '2' || [rsvradt_test] = '3'",,LV,,,,
rsvradt_specify,k_influenza_and_rsv,,text,"Specify other kit used:",,,,,,,[rsvradt(oth)]='1',y,,,,,
rsvradt_freq,k_influenza_and_rsv,,radio,"If more than one kit is selected above, please select the <u>one kit</u> that is (or will be) used most frequently for RSV rapid antigen detection testing at the laboratory during the current RSV season: <I>(Select one)</I>","binaxnow, BinaxNOW RSV Card (Abbott) | clearview, Clearview RSV (Alere Scarborough, Inc.) | quickvue, QuickVue RSV Test (Quidel Corp.) | sofia, Sofia RSV FIA (Quidel Corp.) | directigen, Directigen EZ RSV Kit (Becton-Dickinson & Co.) | tru_rsv, TRU RSV Kit (Meridian Bioscience, Inc.) | ramp, RAMP Rapid Detection RSV Test Kit (Response Biomedical Corp.) | sas, SAS RSVAlert (SA Scientific, Inc.) | xpect, Xpect RSV Test (Remel Inc./Thermo Fisher Scientific) | bd, BD Veritor System for Rapid Detection of RSV (Becton-Dickinson & Co.) | oth, Other, specify",,,,,,"([rsvradt(binaxnow)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(clearview)]=1 && ([rsvradt(binaxnow)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(quickvue)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(sofia)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(directigen)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(tru_rsv)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(ramp)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(sas)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(xpect)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(bd)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(bd)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(binaxnow)]=1 || [rsvradt(oth)]=1)) ||
([rsvradt(oth)]=1 && ([rsvradt(clearview)]=1 || [rsvradt(quickvue)]=1 || [rsvradt(sofia)]=1 || [rsvradt(directigen)]=1 || [rsvradt(tru_rsv)]=1 || [rsvradt(ramp)]=1 || [rsvradt(sas)]=1 || [rsvradt(xpect)]=1 || [rsvradt(bd)]=1 || [rsvradt(binaxnow)]=1))",,LV,,,,
rsvradt_freq_specify,k_influenza_and_rsv,,text,"Specify other kit used:",,,,,,,[rsvradt_freq]='oth',y,,,,,
ignorepcr,k_influenza_and_rsv,,descriptive,"<div class=""yellow""><h4 style=""text-align:center;"">Molecular Assays</h4></div>",,,,,,,"[rsv] = '1'",,,,,,
rsvpcr_test,k_influenza_and_rsv,,radio,"Does the laboratory perform molecular assays (e.g., RT-PCR) for RSV? ","1, Yes, pediatric patients only | 2, Yes, adult patients only | 3, Yes, pediatric and adult patients | 0, No",,,,,,"[rsv] = '1'",,,,,,
rsvpcr,k_influenza_and_rsv,,checkbox,"Select kit name(s) (manufacturer) for all molecular assays used at the laboratory: <I>(Check all that apply)</I>","aries, ARIES Flu A/B & RSV Assay (Luminex) | alere, Alere i RSV (Alere) | cepheid_infinity, Cepheid GeneXpert Infinity-48 System (Cepheid) | cepheid_rsv, Cepheid Xpert Flu/RSV XC Assay (Cepheid) | cepheid_xpress, Cepheid Xpert Xpress Flu/RSV Assay (Cepheid) | cobas, Cobas Liat Influenza A/B and RSV Assay (Roche Molecular Systems, Inc.) | eplex, ePlex Respiratory Pathogen Panel (GenMark Diagnostics) | esensor, eSensor Respiratory Viral Panel (RVP) (GenMark Diagnostics) | filmarray, FilmArray Respiratory Panel (BioFire Diagnostics, LLC) | filmarray_ez, FilmArray Respiratory Panel EZ (BioFire Diagnostics, LLC) | imdx, IMDx Flu A/B and RSV for Abbott <i>m</i>2000 (IMDx) | nxtag_rpp, NxTAG Respiratory Pathogen Panel (Luminex Molecular Diagnostics Inc.) | panther_fusion, Panther Fusion Flu A/B RSV (Hologic) | proflu, Prodesse PROFLU+ (GenProbe/Hologic) | simplexa, Simplexa Flu A/B & RSV (Focus Diagnostics, 3M) | simplexa_direct, Simplexa Flu A/B & RSV Direct (Focus Diagnostics, 3M) | verigene, Verigene Respiratory Virus Nucleic Acid Test (Luminex) | verigene_plus, Verigene Respiratory Virus Plus Nucleic Acid Test (RV+) (Luminex) | verigene_flex, Verigene Respiratory Pathogen Nucleic Acid Test (RP <i>Flex</i>) (Nanosphere, Inc) | xtag_fast, xTAG Respiratory Viral Panel (RVP or RVP FAST or RVP Fast v2) (Luminex Corporation) | in_house, In-house developed PCR assay | cdc_rsv, CDC Respiratory Syncytial Virus Real-Time RT-PCR Assay | oth, Other, specify",,,,,,"[rsvpcr_test] = '1' || [rsvpcr_test] = '2' || [rsvpcr_test] = '3'",,LV,,,,
rsvpcr_specify,k_influenza_and_rsv,,text,"Specify other kit used:",,,,,,,"[rsvpcr(oth)] = '1'",y,,,,,
