CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL
119,2019,25 to 29,Teller,668,608,1277
119,2019,30 to 34,Teller,703,653,1355
119,2019,35 to 39,Teller,724,692,1416
119,2019,40 to 44,Teller,700,701,1400
119,2019,45 to 49,Teller,789,801,1592
119,2019,50 to 54,Teller,833,917,1750
119,2019,55 to 59,Teller,1061,1121,2182
119,2019,60 to 64,Teller,1072,1133,2205
119,2019,65 to 69,Teller,993,1054,2048
119,2019,70 to 74,Teller,920,876,1796
119,2019,75 to 79,Teller,563,517,1080
119,2019,80 to 84,Teller,256,250,508
119,2019,85 to 89,Teller,131,148,279
119,2019,90 to 94,Teller,45,67,114
119,2019,95 and over,Teller,9,20,29
121,2019,0 to 4,Washington,138,131,269
121,2019,5 to 9,Washington,133,125,258
121,2019,10 to 14,Washington,159,142,300
121,2019,15 to 19,Washington,141,137,277
121,2019,20 to 24,Washington,132,121,254
121,2019,25 to 29,Washington,148,127,275
121,2019,30 to 34,Washington,149,118,265
121,2019,35 to 39,Washington,179,137,318
121,2019,40 to 44,Washington,135,120,255
121,2019,45 to 49,Washington,118,125,245
121,2019,50 to 54,Washington,165,135,299
121,2019,55 to 59,Washington,188,172,361
121,2019,60 to 64,Washington,163,199,361
121,2019,65 to 69,Washington,157,141,298
121,2019,70 to 74,Washington,102,108,210
121,2019,75 to 79,Washington,87,108,195
121,2019,80 to 84,Washington,61,66,127
121,2019,85 to 89,Washington,36,49,86
121,2019,90 to 94,Washington,26,43,69
121,2019,95 and over,Washington,7,14,22
123,2019,0 to 4,Weld,11606,11137,22744
123,2019,5 to 9,Weld,11537,11213,22751
123,2019,10 to 14,Weld,12165,11608,23771
123,2019,15 to 19,Weld,12829,12966,25796
123,2019,20 to 24,Weld,12788,12304,25091
123,2019,25 to 29,Weld,11394,11037,22431
123,2019,30 to 34,Weld,12170,12103,24273
123,2019,35 to 39,Weld,12126,11774,23900
123,2019,40 to 44,Weld,11283,10958,22241
123,2019,45 to 49,Weld,10361,10027,20388
123,2019,50 to 54,Weld,8898,8631,17528
123,2019,55 to 59,Weld,8574,8375,16949
123,2019,60 to 64,Weld,7660,7894,15554
123,2019,65 to 69,Weld,6455,7070,13525
123,2019,70 to 74,Weld,5105,5628,10732
123,2019,75 to 79,Weld,3239,3833,7072
123,2019,80 to 84,Weld,2060,2551,4610
123,2019,85 to 89,Weld,1068,1575,2644
123,2019,90 to 94,Weld,462,820,1283
123,2019,95 and over,Weld,149,329,479
125,2019,0 to 4,Yuma,369,353,722
125,2019,5 to 9,Yuma,372,375,748
125,2019,10 to 14,Yuma,370,447,818
125,2019,15 to 19,Yuma,311,308,620
125,2019,20 to 24,Yuma,253,237,489
125,2019,25 to 29,Yuma,263,241,505
125,2019,30 to 34,Yuma,292,271,561
125,2019,35 to 39,Yuma,369,344,715
125,2019,40 to 44,Yuma,333,275,606
125,2019,45 to 49,Yuma,322,304,626
125,2019,50 to 54,Yuma,305,287,592
125,2019,55 to 59,Yuma,319,325,643
125,2019,60 to 64,Yuma,303,297,601
125,2019,65 to 69,Yuma,239,288,528
125,2019,70 to 74,Yuma,212,252,464
125,2019,75 to 79,Yuma,154,190,341
125,2019,80 to 84,Yuma,104,126,230
125,2019,85 to 89,Yuma,67,89,156
125,2019,90 to 94,Yuma,23,51,75
125,2019,95 and over,Yuma,7,17,24
